gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,at,ni,optgr,revt,cik,costat,mkvalt,gind,gsector,sic
006304,20110630,2011,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,4675.5210,794.4880,0.0000,3175.1670,0000319201,A,6764.9366,453010,45,3827
006304,20120630,2012,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5100.3080,756.0150,0.0000,3171.9440,0000319201,A,8210.4675,453010,45,3827
006304,20130630,2013,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5287.3570,543.1490,0.0000,2842.7810,0000319201,A,9219.6926,453010,45,3827
006304,20140630,2014,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5538.6640,582.7550,0.0000,2929.4080,0000319201,A,12018.1427,453010,45,3827
006304,20150630,2015,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,4826.0120,366.1580,0.0040,2814.0490,0000319201,A,8872.8047,453010,45,3827
006304,20160630,2016,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,4962.4320,704.4220,0.0000,2984.4930,0000319201,A,11426.6338,453010,45,3827
006304,20170630,2017,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5532.1730,926.0760,0.0000,3480.0140,0000319201,A,14352.4284,453010,45,3827
006304,20180630,2018,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,5619.3560,802.2650,0.0000,4036.7010,0000319201,A,15999.6014,453010,45,3827
006304,20190630,2019,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,9008.5160,1175.6170,0.0150,4568.9040,0000319201,A,18849.9450,453010,45,3827
006304,20200630,2020,INDL,C,D,STD,KLAC,482480100,KLA CORP,USD,6,9279.9600,1216.7850,0.0000,5806.4240,0000319201,A,30234.0553,453010,45,3827
006565,20100630,2010,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,2487.3920,346.6690,0.0000,2133.7760,0000707549,A,4793.5048,453010,45,3559
006565,20110630,2011,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,4057.3940,723.7480,0.0000,3237.6930,0000707549,A,5472.0781,453010,45,3559
006565,20120630,2012,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,8004.6520,168.7230,3.9320,2665.1920,0000707549,A,7044.3974,453010,45,3559
006565,20130630,2013,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,7250.3150,113.8790,0.2890,3598.9160,0000707549,A,7221.7888,453010,45,3559
006565,20140630,2014,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,7993.3060,632.2890,0.1660,4607.3090,0000707549,A,10971.6130,453010,45,3559
006565,20150630,2015,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,9364.6480,655.5770,0.0770,5259.3120,0000707549,A,12896.4969,453010,45,3559
006565,20160630,2016,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12271.5280,914.0490,0.1960,5885.8930,0000707549,A,13466.4961,453010,45,3559
006565,20170630,2017,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12122.7650,1697.7630,0.0900,8013.6200,0000707549,A,22872.4839,453010,45,3559
006565,20180630,2018,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12479.4780,2380.6810,0.0640,11076.9980,0000707549,A,27118.7822,453010,45,3559
006565,20190630,2019,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,12001.3330,2191.4300,0.1810,9653.5590,0000707549,A,27130.2947,453010,45,3559
006565,20200630,2020,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,6,14559.0470,2251.7530,0.0340,10044.7360,0000707549,A,47008.7653,453010,45,3559
007343,20100831,2010,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,14693.0000,1850.0000,16.7000,8482.0000,0000723125,A,6422.9783,453010,45,3674
007343,20110831,2011,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,14752.0000,167.0000,15.3000,8788.0000,0000723125,A,5817.2130,453010,45,3674
007343,20120831,2012,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,14328.0000,-1032.0000,21.4000,8292.0000,0000723125,A,6319.9170,453010,45,3674
007343,20130831,2013,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,19118.0000,1190.0000,17.8000,9073.0000,0000723125,A,14172.5080,453010,45,3674
007343,20140831,2014,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,22498.0000,3045.0000,12.0000,16358.0000,0000723125,A,34979.8000,453010,45,3674
007343,20150831,2015,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,24143.0000,2899.0000,8.0000,16192.0000,0000723125,A,17049.9900,453010,45,3674
007343,20160831,2016,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,27540.0000,-276.0000,8.0000,12399.0000,0000723125,A,17149.6000,453010,45,3674
007343,20170831,2017,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,35336.0000,5089.0000,8.0000,20322.0000,0000723125,A,35550.6400,453010,45,3674
007343,20180831,2018,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,43376.0000,14135.0000,2.0000,30391.0000,0000723125,A,60975.7200,453010,45,3674
007343,20190831,2019,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,48887.0000,6313.0000,,23406.0000,0000723125,A,50068.6200,453010,45,3674
007343,20200831,2020,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,8,53678.0000,2687.0000,0.0000,21435.0000,0000723125,A,50652.6300,453010,45,3674
007977,20101231,2010,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,27387.6900,755.8340,0.0000,10310.9470,0000072903,A,11358.9657,551010,55,4931
007977,20111231,2011,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,29497.2670,841.1720,0.0000,10654.7700,0000072903,A,13446.6942,551010,55,4931
007977,20121231,2012,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,31140.6860,905.2290,0.0000,10128.2230,0000072903,A,13033.4116,551010,55,4931
007977,20131231,2013,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,33907.4900,948.2340,0.0000,10914.9220,0000072903,A,13913.3377,551010,55,4931
007977,20141231,2014,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,36957.8840,1021.3060,,11686.1350,0000072903,A,18165.9294,551010,55,4931
007977,20151231,2015,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,39053.5350,984.4850,,11024.4860,0000072903,A,18225.6178,551010,55,4931
007977,20161231,2016,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,41155.2770,1123.3790,,11106.9200,0000072903,A,20643.9761,551010,55,4931
007977,20171231,2017,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,43030.0000,1148.0000,,11404.0000,0000072903,A,24428.4779,551010,55,4931
007977,20181231,2018,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,45987.0000,1261.0000,,11537.0000,0000072903,A,25326.6030,551010,55,4931
007977,20191231,2019,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,50448.0000,1372.0000,,11529.0000,0000072903,A,33302.9811,551010,55,4931
007977,20201231,2020,INDL,C,D,STD,XEL,98389B100,XCEL ENERGY INC,USD,12,53957.0000,1473.0000,,11526.0000,0000072903,A,35830.9915,551010,55,4931
008253,20101231,2010,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,14234.1000,457.6000,0.9760,10292.9000,0000075362,A,20946.3020,201060,20,3711
008253,20111231,2011,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,17172.7000,1042.3000,0.6600,16355.2000,0000075362,A,13369.2960,201060,20,3711
008253,20121231,2012,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,18627.8000,1111.6000,0.9470,17050.5000,0000075362,A,15977.2140,201060,20,3711
008253,20131231,2013,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,20725.5000,1171.3000,0.8140,17123.8000,0000075362,A,20963.9310,201060,20,3711
008253,20141231,2014,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,20618.8000,1358.8000,0.6560,18997.0000,0000075362,A,24109.5450,201060,20,3711
008253,20151231,2015,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,21109.8000,1604.0000,0.5690,19115.1000,0000075362,A,16651.6200,201060,20,3711
008253,20161231,2016,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,20638.9000,521.7000,0.7930,17033.3000,0000075362,A,22409.7300,201060,20,3711
008253,20171231,2017,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,23440.2000,1675.2000,0.6050,19456.4000,0000075362,A,25005.9440,201060,20,3711
008253,20181231,2018,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,25482.4000,2195.1000,0.5870,23495.7000,0000075362,A,19804.7240,201060,20,3711
008253,20191231,2019,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,28361.1000,2387.9000,0.8830,25599.7000,0000075362,A,27392.3300,201060,20,3711
008253,20201231,2020,INDL,C,D,STD,PCAR,693718108,PACCAR INC,USD,12,28260.0000,1298.4000,0.6420,18728.5000,0000075362,A,29904.6480,201060,20,3711
008402,20110531,2010,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,5393.8000,515.3000,0.5000,2084.3000,0000723531,A,11695.8300,451020,45,8721
008402,20120531,2011,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6479.6000,548.0000,3.5000,2229.8000,0000723531,A,10867.1220,451020,45,8721
008402,20130531,2012,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6163.7000,569.0000,1.2000,2326.2000,0000723531,A,13603.8420,451020,45,8721
008402,20140531,2013,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6370.1000,627.5000,1.0000,2518.9000,0000723531,A,14922.9300,451020,45,8721
008402,20150531,2014,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6482.5000,674.9000,0.8000,2739.6000,0000723531,A,17846.8920,451020,45,8721
008402,20160531,2015,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6440.8000,756.8000,0.8000,2951.9000,0000723531,A,19540.8880,451020,45,8721
008402,20170531,2016,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,6833.7000,817.3000,2.0000,3151.3000,0000723531,A,21287.2620,451020,45,8721
008402,20180531,2017,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,7463.7000,933.7000,0.8000,3380.9000,0000723531,A,23543.2200,451020,45,8721
008402,20190531,2018,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,8676.0000,1034.4000,0.7000,3772.5000,0000723531,A,30824.3470,451020,45,8721
008402,20200531,2019,INDL,C,D,STD,PAYX,704326107,PAYCHEX INC,USD,5,8550.7000,1098.1000,0.6000,4040.5000,0000723531,A,25934.0640,451020,45,8721
008479,20101231,2010,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,68153.0000,6320.0000,26.8580,57838.0000,0000077476,A,103286.7300,302010,30,2080
008479,20111231,2011,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,72882.0000,6443.0000,7.1500,66504.0000,0000077476,A,103771.4000,302010,30,2080
008479,20121231,2012,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,74638.0000,6178.0000,3.6960,65492.0000,0000077476,A,105655.9200,302010,30,2080
008479,20131231,2013,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,77478.0000,6740.0000,2.8680,66415.0000,0000077476,A,126815.2600,302010,30,2080
008479,20141231,2014,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,70509.0000,6513.0000,3.4160,66683.0000,0000077476,A,140705.2800,302010,30,2080
008479,20151231,2015,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,69667.0000,5452.0000,1.8840,63056.0000,0000077476,A,144684.1600,302010,30,2080
008479,20161231,2016,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,74129.0000,6329.0000,1.7430,62799.0000,0000077476,A,149411.6400,302010,30,2080
008479,20171231,2017,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,79804.0000,4857.0000,1.4810,63525.0000,0000077476,A,170286.4000,302010,30,2080
008479,20181231,2018,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,77648.0000,12515.0000,1.4290,64661.0000,0000077476,A,155666.3200,302010,30,2080
008479,20191231,2019,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,78547.0000,7314.0000,1.2860,67161.0000,0000077476,A,190107.9700,302010,30,2080
008479,20201231,2020,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,12,92918.0000,7120.0000,1.8470,70372.0000,0000077476,A,204654.0000,302010,30,2080
008539,20101231,2010,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,52240.0000,2563.0000,1.0200,18644.0000,0001109357,A,27559.2258,551010,55,4911
008539,20111231,2011,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,55092.0000,2495.0000,1.0170,18924.0000,0001109357,A,28770.3135,551010,55,4911
008539,20121231,2012,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,78554.0000,1160.0000,13.5660,23489.0000,0001109357,A,25421.1869,551010,55,4911
008539,20131231,2013,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,79924.0000,1719.0000,0.7510,24888.0000,0001109357,A,23481.1731,551010,55,4911
008539,20141231,2014,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,86814.0000,1623.0000,0.0000,27429.0000,0001109357,A,31882.6076,551010,55,4911
008539,20151231,2015,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,95384.0000,2269.0000,0.0000,29447.0000,0001109357,A,25546.3173,551010,55,4911
008539,20161231,2016,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,114904.0000,1134.0000,0.0000,31360.0000,0001109357,A,32794.0022,551010,55,4911
008539,20171231,2017,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,116700.0000,3770.0000,0.0000,33531.0000,0001109357,A,37965.0718,551010,55,4911
008539,20181231,2018,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,119666.0000,2010.0000,0.0000,35985.0000,0001109357,A,43665.2788,551010,55,4911
008539,20191231,2019,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,124977.0000,2936.0000,0.0000,34438.0000,0001109357,A,44340.1046,551010,55,4911
008539,20201231,2020,INDL,C,D,STD,EXC,30161N101,EXELON CORP,USD,12,129317.0000,1963.0000,0.0000,33039.0000,0001109357,A,41191.2675,551010,55,4911
009248,20110131,2010,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3116.2040,554.7970,0.0000,7866.1000,0000745732,A,7697.7076,255040,25,5651
009248,20120131,2011,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3301.2090,657.1700,0.0000,8608.2910,0000745732,A,11529.2285,255040,25,5651
009248,20130131,2012,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3670.5610,786.7630,0.0000,9721.0650,0000745732,A,13177.0437,255040,25,5651
009248,20140131,2013,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,3896.7970,837.3040,0.0000,10230.3530,0000745732,A,14493.3522,255040,25,5651
009248,20150131,2014,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,4703.1340,924.7240,0.0000,11041.6770,0000745732,A,19027.0737,255040,25,5651
009248,20160131,2015,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,4869.1190,1020.6610,0.0000,11939.9990,0000745732,A,22635.5921,255040,25,5651
009248,20170131,2016,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,5309.3510,1117.6540,0.0000,12866.7570,0000745732,A,25908.0462,255040,25,5651
009248,20180131,2017,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,5722.0510,1362.7530,0.0000,14134.7320,0000745732,A,31276.7270,255040,25,5651
009248,20190131,2018,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,6073.6910,1587.4570,0.0000,14983.5410,0000745732,A,33922.4530,255040,25,5651
009248,20200131,2019,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,9348.3670,1660.9280,0.0000,16039.0730,0000745732,A,40026.5873,255040,25,5651
009248,20210131,2020,INDL,C,D,STD,ROST,778296103,ROSS STORES INC,USD,1,12717.8670,85.3820,0.0000,12531.5650,0000745732,A,39675.2189,255040,25,5651
010499,20101231,2010,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,13401.0000,3228.0000,16.2080,13966.0000,0000097476,A,37941.9300,453010,45,3674
010499,20111231,2011,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,20497.0000,2236.0000,11.6270,13697.0000,0000097476,A,33170.7868,453010,45,3674
010499,20121231,2012,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,20021.0000,1759.0000,13.5080,12690.0000,0000097476,A,34231.6493,453010,45,3674
010499,20131231,2013,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,18938.0000,2162.0000,12.9760,12205.0000,0000097476,A,47545.8797,453010,45,3674
010499,20141231,2014,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,17722.0000,2821.0000,14.0530,13045.0000,0000097476,A,55957.9126,453010,45,3674
010499,20151231,2015,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,16230.0000,2986.0000,11.9140,13000.0000,0000097476,A,55427.5991,453010,45,3674
010499,20161231,2016,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,16431.0000,3595.0000,10.9740,13370.0000,0000097476,A,72676.9525,453010,45,3674
010499,20171231,2017,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,17642.0000,3682.0000,6.4750,14961.0000,0000097476,A,102681.1260,453010,45,3674
010499,20181231,2018,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,17137.0000,5580.0000,4.6170,15784.0000,0000097476,A,89316.6750,453010,45,3674
010499,20191231,2019,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,18018.0000,5017.0000,4.5590,14383.0000,0000097476,A,119570.3853,453010,45,3674
010499,20201231,2020,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,12,19351.0000,5595.0000,4.2540,14461.0000,0000097476,A,150893.5720,453010,45,3674
011264,20100831,2010,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,26275.0000,2091.0000,7.5190,67420.0000,0001618921,A,25229.7024,301010,30,5912
011264,20110831,2011,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,27454.0000,2714.0000,9.0160,72184.0000,0001618921,A,31312.0417,301010,30,5912
011264,20120831,2012,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,33462.0000,2127.0000,7.8010,71633.0000,0001618921,A,33759.4068,301010,30,5912
011264,20130831,2013,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,35481.0000,2450.0000,8.6290,72217.0000,0001618921,A,45502.8697,301010,30,5912
011264,20140831,2014,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,37182.0000,1932.0000,6.7450,76392.0000,0001618921,A,57517.4212,301010,30,5912
011264,20150831,2015,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,68782.0000,4220.0000,4.1200,103444.0000,0001618921,A,94331.7105,301010,30,5912
011264,20160831,2016,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,72688.0000,4173.0000,,117351.0000,0001618921,A,87407.8808,301010,30,5912
011264,20170831,2017,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,66009.0000,4078.0000,,118214.0000,0001618921,A,83443.6935,301010,30,5912
011264,20180831,2018,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,68124.0000,5024.0000,,131537.0000,0001618921,A,65278.2385,301010,30,5912
011264,20190831,2019,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,67598.0000,3982.0000,,136866.0000,0001618921,A,45834.9117,301010,30,5912
011264,20200831,2020,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,8,87174.0000,456.0000,,139537.0000,0001618921,A,32910.2641,301010,30,5912
012141,20100630,2010,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,86113.0000,18760.0000,1.0000,62484.0000,0000789019,A,199450.6800,451030,45,7372
012141,20110630,2011,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,108704.0000,23150.0000,0.0000,69943.0000,0000789019,A,217776.0000,451030,45,7372
012141,20120630,2012,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,121271.0000,16978.0000,6.0000,73723.0000,0000789019,A,256374.7900,451030,45,7372
012141,20130630,2013,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,142431.0000,21863.0000,2.0000,77849.0000,0000789019,A,287690.7600,451030,45,7372
012141,20140630,2014,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,172384.0000,22074.0000,,86451.0000,0000789019,A,343566.3000,451030,45,7372
012141,20150630,2015,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,176223.0000,12193.0000,,93580.0000,0000789019,A,354392.0500,451030,45,7372
012141,20160630,2016,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,193694.0000,16798.0000,,85320.0000,0000789019,A,399535.3600,451030,45,7372
012141,20170630,2017,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,241086.0000,21204.0000,,89950.0000,0000789019,A,531312.4400,451030,45,7372
012141,20180630,2018,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,258848.0000,16571.0000,,110360.0000,0000789019,A,757028.9700,451030,45,7372
012141,20190630,2019,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,286556.0000,39240.0000,,125843.0000,0000789019,A,1023856.2800,451030,45,7372
012141,20200630,2020,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,6,301311.0000,44281.0000,,143015.0000,0000789019,A,1540774.2100,451030,45,7372
012540,20101130,2010,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,8141.1480,774.6800,3.9280,3800.0000,0000796343,A,13952.7366,451030,45,7370
012540,20111130,2011,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,8991.1830,832.8470,4.9820,4216.2580,0000796343,A,13478.0268,451030,45,7370
012540,20121130,2012,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,9974.5230,832.7750,1.1610,4403.6770,0000796343,A,17101.9085,451030,45,7370
012540,20131130,2013,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,10380.2980,289.9850,0.2980,4055.2400,0000796343,A,28177.6996,451030,45,7370
012540,20141130,2014,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,10785.8290,268.3950,0.0220,4147.0650,0000796343,A,36654.6211,451030,45,7370
012540,20151130,2015,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,11726.4720,629.5510,0.0880,4795.5110,0000796343,A,45529.6111,451030,45,7370
012540,20161130,2016,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,12707.1140,1168.7820,,5854.4300,0000796343,A,50814.2537,451030,45,7370
012540,20171130,2017,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,14535.5560,1693.9540,,7301.5050,0000796343,A,89149.3151,451030,45,7370
012540,20181130,2018,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,18768.6820,2590.7740,0.0000,9030.0080,0000796343,A,122349.7701,451030,45,7370
012540,20191130,2019,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,20762.4000,2951.4580,,11171.2970,0000796343,A,149298.3907,451030,45,7370
012540,20201130,2020,INDL,C,D,STD,ADBE,00724F101,ADOBE INC,USD,11,24284.0000,5260.0000,,12868.0000,0000796343,A,229187.1300,451030,45,7370
012635,20101231,2010,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,8281.0000,496.0000,1.0930,4133.0000,0000798354,A,8602.4640,451020,45,7374
012635,20111231,2011,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,8548.0000,472.0000,1.0160,4337.0000,0000798354,A,8229.4740,451020,45,7374
012635,20121231,2012,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,8497.0000,611.0000,1.0160,4482.0000,0000798354,A,10542.6020,451020,45,7374
012635,20131231,2013,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9513.0000,648.0000,2.0490,4814.0000,0000798354,A,15158.1350,451020,45,7374
012635,20141231,2014,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9337.0000,754.0000,1.3570,5066.0000,0000798354,A,17054.0910,451020,45,7374
012635,20151231,2015,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9340.0000,712.0000,1.1200,5254.0000,0000798354,A,20605.9380,451020,45,7374
012635,20161231,2016,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9743.0000,930.0000,1.0100,5505.0000,0000798354,A,22903.3400,451020,45,7374
012635,20171231,2017,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,10289.0000,1246.0000,0.7170,5696.0000,0000798354,A,27222.5880,451020,45,7374
012635,20181231,2018,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,11262.0000,1187.0000,1.2830,5823.0000,0000798354,A,28844.8250,451020,45,7374
012635,20191231,2019,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,77539.0000,893.0000,8.7790,10187.0000,0000798354,A,78616.8370,451020,45,7374
012635,20201231,2020,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,74619.0000,958.0000,1.5220,14852.0000,0000798354,A,76183.7260,451020,45,7374
012850,20101231,2010,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,2422.7900,237.2720,0.7050,1850.2220,0000804753,A,7886.0629,351030,35,7373
012850,20111231,2011,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,3000.3580,306.6270,1.4740,2203.1530,0000804753,A,10385.9175,351030,35,7373
012850,20121231,2012,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,3704.4680,397.2320,1.9310,2665.4360,0000804753,A,13338.6184,351030,35,7373
012850,20131231,2013,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,4098.3640,398.3540,3.6840,2910.7480,0000804753,A,19161.5726,351030,35,7373
